Customer Id,Gender,Geography,Num Of Products,Row Number,Tenure,Age,Balance,Credit Score,Estimated Salary,Exited,Has Cr Card,Is Active Member,Total Purchases,Total Visits
15770041,Female,Spain,1,9879,8,43,128412.61,728,139024.31,0,0,1,9,17
15692631,Female,Spain,1,4341,8,44,115557,577,127506.76,0,0,1,7,10
15686812,Female,Spain,1,4704,8,44,0,692,159069.37,0,0,1,4,5
15713912,Female,Spain,1,3188,8,45,109044.3,516,115818.16,0,0,1,8,11
15739046,Female,Spain,1,2684,9,23,143054.85,850,62980.96,0,0,1,4,15
15653404,Female,Spain,1,6750,9,24,79263.9,684,196574.48,0,0,1,1,16
15793425,Female,Spain,1,9275,9,33,0,560,183358.21,0,0,1,3,8
15614818,Female,Spain,1,1536,9,33,168964.77,764,118982.51,0,0,1,1,11
15799128,Female,Spain,1,5843,9,38,102406.76,608,57600.66,0,0,1,2,8
15611786,Female,Spain,1,9319,9,69,0,668,134483.07,0,0,1,2,15
15607753,Female,Spain,1,5375,10,23,70417.79,606,90896.04,0,0,1,7,8
15612071,Female,Spain,1,2466,10,32,95153.77,763,81310.1,0,0,1,4,18
15796569,Female,Spain,1,7102,10,44,0,831,47729.33,0,0,1,9,8
15641004,Female,Spain,1,5894,10,48,150315.92,605,133486.36,0,0,1,2,14
15614936,Female,Spain,1,8202,10,49,82321.88,718,11144.4,0,0,1,9,16
15763111,Female,Spain,1,6716,10,67,124577.15,808,169894.4,0,0,1,6,14
15797065,Female,Spain,2,8907,0,32,0,613,126675.62,0,0,1,8,12
15660403,Female,Spain,2,6673,0,35,0,827,184514.01,0,0,1,7,6
15655192,Female,Spain,2,2544,1,24,0,850,69052.87,0,0,1,8,12
15706602,Female,Spain,2,7533,1,33,118114.28,760,156660.21,0,0,1,9,14
15641629,Female,Spain,2,2458,1,38,0,537,41233.97,0,0,1,8,15
15755863,Female,Spain,2,4766,1,49,0,630,162858.29,0,0,1,6,5
15651943,Female,Spain,2,3928,1,65,0,580,103182.46,0,0,1,8,17
15697034,Female,Spain,2,7779,2,22,0,583,5985.36,0,0,1,8,11
15619465,Female,Spain,2,3222,2,24,0,555,197866.55,0,0,1,2,11
15746190,Female,Spain,2,2031,2,28,0,624,104353.26,0,0,1,2,10
15594812,Female,Spain,2,7109,2,37,137794.18,806,75232.02,0,0,1,1,18
15582246,Female,Spain,2,4779,2,45,0,737,177695.67,0,0,1,2,8
15733602,Female,Spain,2,7524,2,72,0,814,130853.03,0,0,1,7,9
15722322,Female,Spain,2,5491,2,78,0,655,188435.38,0,0,1,3,5
15797204,Female,Spain,2,4057,3,28,113811.85,655,76844.23,0,0,1,4,6
15649112,Female,Spain,2,6147,3,33,122134.4,738,27867.59,0,0,1,4,14
15571244,Female,Spain,2,4907,3,33,0,809,141426.78,0,0,1,4,11
15604588,Female,Spain,2,1897,3,38,0,850,179360.76,0,0,1,2,6
15585961,Female,Spain,2,1015,3,43,0,496,199505.53,0,0,1,6,12
15627514,Female,Spain,2,6907,3,46,0,688,104902.68,0,0,1,1,11
15806249,Female,Spain,2,6524,4,31,0,671,79270.02,0,0,1,5,14
15595588,Female,Spain,2,2388,4,39,0,773,182081.45,0,0,1,2,12
15801062,Female,Spain,2,1618,4,40,0,557,105433.53,0,0,1,9,8
15738546,Female,Spain,2,4005,4,41,0,530,147606.71,0,0,1,2,5
15756070,Female,Spain,2,5736,4,44,0,585,101728.46,0,0,1,6,11
15602841,Female,Spain,2,3951,5,28,0,794,86699.98,0,0,1,4,5
15651740,Female,Spain,2,6552,5,30,0,525,149195.44,0,0,1,6,19
15598700,Female,Spain,2,3566,5,30,0,676,157888.5,0,0,1,2,11
15812611,Female,Spain,2,9818,5,30,0,690,78700.03,0,0,1,2,13
15598574,Female,Spain,2,7609,5,31,0,695,13998.88,0,0,1,7,9
15713267,Female,Spain,2,2657,5,34,0,779,111676.63,0,0,1,3,18
15687719,Female,Spain,2,8669,5,37,0,532,6761.84,0,0,1,3,19
15783882,Female,Spain,2,5487,5,41,0,771,92914.67,0,0,1,7,6
15694188,Female,Spain,2,1835,5,46,56580.95,700,45424.13,0,0,1,8,15
15655298,Female,Spain,2,5127,5,54,0,654,47139.06,0,0,1,7,18
15685245,Female,Spain,2,3822,5,56,0,608,153810.41,0,0,1,3,5
15625698,Female,Spain,2,1073,6,23,0,624,196668.51,0,0,1,3,12
15591130,Female,Spain,2,1522,6,29,0,507,94780.9,0,0,1,7,17
15794253,Female,Spain,2,3129,6,34,138190.13,832,146511.2,0,0,1,3,8
15770984,Female,Spain,2,4577,7,40,130334.35,697,116951.1,0,0,1,2,12
15664793,Female,Spain,2,7098,7,50,146777.44,754,150685.52,0,0,1,7,6
15749177,Female,Spain,2,1552,7,52,0,730,122398.84,0,0,1,3,17
15785975,Female,Spain,2,6583,7,60,0,525,168034.9,0,0,1,5,18
15620579,Female,Spain,2,5584,8,31,0,695,131644.41,0,0,1,7,7
15671514,Female,Spain,2,5783,8,33,0,669,128538.05,0,0,1,2,7
15665340,Female,Spain,2,3516,8,37,0,584,100835.19,0,0,1,8,8
15778934,Female,Spain,2,2102,8,49,0,678,98090.69,0,0,1,2,13
15687270,Female,Spain,2,3564,8,61,0,491,139861.53,0,0,1,4,13
15603088,Female,Spain,2,2027,9,23,0,451,48021.71,0,0,1,4,9
15792008,Female,Spain,2,2942,9,26,0,555,158918.03,0,0,1,8,11
15681509,Female,Spain,2,7111,9,28,0,679,61761.77,0,0,1,1,18
15740878,Female,Spain,2,5070,9,29,0,655,85736.26,0,0,1,9,17
15810347,Female,Spain,2,1629,9,30,0,662,157884.83,0,0,1,6,18
15697045,Female,Spain,2,6020,9,35,0,726,100556.98,0,0,1,4,13
15622289,Female,Spain,2,7700,9,36,0,605,35521.63,0,0,1,6,5
15627439,Female,Spain,2,8041,10,36,0,624,186180.42,0,0,1,6,17
15769125,Female,Spain,2,8732,10,41,0,727,47468.56,0,0,1,9,6
15716728,Female,Spain,2,4170,10,42,0,513,73151.25,0,0,1,4,18
15723872,Female,Spain,2,9241,10,46,0,589,168369.37,0,0,1,8,10
15775797,Female,Spain,3,6517,7,32,0,607,10674.62,0,0,1,1,7
15649183,Female,Spain,3,7367,8,35,0,598,88658.73,0,0,1,6,15
15612139,Female,France,1,6024,0,33,83036.05,786,154990.58,1,0,1,5,16
15775295,Female,France,1,1389,0,40,118633.08,630,60032.46,1,0,1,3,15
15627840,Female,France,1,3474,0,42,0,682,91981.85,1,0,1,4,18
15681476,Female,France,1,7945,1,39,73493.17,520,109626.13,1,0,1,8,11
15585066,Female,France,1,8936,1,43,0,660,112026.1,1,0,1,2,9
15807728,Female,France,1,9728,1,45,0,530,190663.89,1,0,1,8,14
15697360,Female,France,1,6601,2,36,79951.9,505,174123.16,1,0,1,7,12
15591915,Female,France,1,2940,2,39,0,533,73669.94,1,0,1,1,17
15814092,Female,France,1,3984,2,44,0,626,173117.22,1,0,1,2,5
15605037,Female,France,1,1808,2,49,0,818,192298.84,1,0,1,7,18
15790455,Female,France,1,8243,2,50,0,478,93332.64,1,0,1,3,13
15755241,Female,France,1,6299,2,52,0,714,144045.08,1,0,1,2,18
15643865,Female,France,1,4108,3,40,92055.36,601,164652.02,1,0,1,1,15
15673020,Female,France,1,9921,3,49,204510.94,678,738.88,1,0,1,7,14
15715622,Female,France,1,3281,3,57,238387.56,583,147964.99,1,0,1,3,10
15643967,Female,France,1,3373,4,37,92208.54,652,197699.8,1,0,1,6,16
15686974,Female,France,1,9885,4,48,0,751,30165.06,1,0,1,8,9
15720636,Female,France,1,6512,4,50,143054.56,628,109608.81,1,0,1,6,12
15700460,Female,France,1,5337,4,55,120905.03,530,123475.88,1,0,1,7,16
15808557,Female,France,1,3534,5,42,0,695,72172.13,1,0,1,6,16
15761487,Female,France,1,8932,5,55,0,678,196794.11,1,0,1,7,8
15799358,Female,France,1,9835,6,46,62212.29,516,171681.86,1,0,1,5,16
15797767,Female,France,1,7359,6,49,0,600,148087.88,1,0,1,9,17
15641782,Female,France,1,6468,7,31,0,540,183051.6,1,0,1,3,13
15584532,Female,France,1,9998,7,36,0,709,42085.58,1,0,1,6,9
15709994,Female,France,1,1556,7,40,140596.95,658,135459.02,1,0,1,9,5
15664668,Female,France,1,3660,9,42,144801.97,534,12483.39,1,0,1,1,12
15669011,Female,France,1,6030,9,44,23503.31,659,169862.01,1,0,1,5,13
15630698,Female,France,1,2153,9,55,110123.59,745,51548.14,1,0,1,4,9
15760446,Female,France,1,2671,9,64,0,598,13181.37,1,0,1,9,17
15772559,Female,France,1,6441,10,47,148636.21,790,16119.96,1,0,1,1,9
15622532,Female,France,2,4620,0,47,126589.12,708,132730.07,1,0,1,4,10
15755521,Female,France,2,8391,0,48,90044.32,660,187604.97,1,0,1,1,13
15810390,Female,France,2,9448,1,41,0,718,27509.52,1,0,1,3,9
15682421,Female,France,2,5188,2,30,0,683,100496.84,1,0,1,4,6
15579617,Female,France,2,4654,3,51,0,489,174098.28,1,0,1,1,7
15669783,Female,France,2,8808,3,60,47020.65,586,63241.21,1,0,1,5,15
15654772,Female,France,2,9025,6,47,89799.46,640,13783.77,1,0,1,6,14
15573599,Female,France,2,3601,6,57,0,506,194421.12,1,0,1,1,7
15704209,Female,France,2,6822,7,39,120145.96,802,59497.01,1,0,1,4,13
15636736,Female,France,2,8270,7,53,0,611,156495.39,1,0,1,4,12
15600392,Female,France,2,5867,8,53,123845.36,735,170454.93,1,0,1,1,17
15791674,Female,France,2,9691,10,34,142388.61,846,68393.64,1,0,1,2,17
15666711,Female,France,3,6714,0,46,0,586,131553.82,1,0,1,5,19
15770474,Female,France,3,9061,1,33,0,685,70221.13,1,0,1,2,10
15569249,Female,France,3,6965,6,55,44582.07,576,67539.85,1,0,1,3,9
15658577,Female,France,3,6001,10,37,99546.25,629,25136.95,1,0,1,9,14
15805704,Female,France,4,4823,2,32,0,745,179705.13,1,0,1,5,6
15679770,Female,France,4,2542,3,61,131583.59,611,66238.23,1,0,1,1,13
15648681,Female,France,4,7258,5,47,139914.6,747,129964.56,1,0,1,5,14
15599329,Female,France,4,8684,7,49,195238.29,697,131083.56,1,0,1,3,12
15665283,Female,France,4,6876,7,57,72092.95,610,113228.82,1,0,1,1,18
15634974,Female,France,4,2500,8,37,75150.34,614,131766.67,1,0,1,3,9
15690021,Female,Germany,1,4275,0,42,132002.7,502,28204.98,1,0,1,6,10
15640409,Female,Germany,1,3716,0,46,89087.89,817,87941.85,1,0,1,5,19
15577515,Female,Germany,1,7145,0,55,108477.27,554,140003,1,0,1,1,13
15587647,Female,Germany,1,6710,0,66,127120.62,850,118929.64,1,0,1,2,5
15606397,Female,Germany,1,5482,1,44,152086.15,577,44719.5,1,0,1,5,17
15612207,Female,Germany,1,6557,1,51,87779.83,840,36687.11,1,0,1,9,8
15669589,Female,Germany,1,5021,1,68,95039.12,491,116471.14,1,0,1,5,9
15591512,Female,Germany,1,6465,2,33,115761.51,564,112350.21,1,0,1,5,13
15747168,Female,Germany,1,4196,2,47,103108.8,626,166475.44,1,0,1,1,16
15779862,Female,Germany,1,3047,3,31,133003.03,658,146339.27,1,0,1,5,9
15768151,Female,Germany,1,3246,3,45,109032.23,514,155407.21,1,0,1,8,9
15623630,Female,Germany,1,7963,3,56,116251.24,634,42429.88,1,0,1,9,16
15574331,Female,Germany,1,1329,3,62,118233.81,593,24765.53,1,0,1,3,16
15689351,Female,Germany,1,2431,4,41,92805.72,742,73743.95,1,0,1,4,7
15700300,Female,Germany,1,7507,4,44,131593.85,674,171345.02,1,0,1,7,12
15782736,Female,Germany,1,1535,4,47,152522.47,573,164038.07,1,0,1,7,18
15749103,Female,Germany,1,8642,4,47,118907.6,604,47777.15,1,0,1,1,11
15584113,Female,Germany,1,5020,4,53,124954.94,823,131259.6,1,0,1,6,12
15627995,Female,Germany,1,6160,5,26,155143.52,756,135034.57,1,0,1,9,8
15718912,Female,Germany,1,5449,5,44,126147.84,608,132424.69,1,0,1,5,12
15567980,Female,Germany,1,2450,5,46,100727.5,537,140857.76,1,0,1,8,14
15635870,Female,Germany,1,5600,5,50,117721.02,579,192146.63,1,0,1,9,8
15598982,Female,Germany,1,6413,5,53,98268.84,602,45038.29,1,0,1,3,5
15567063,Female,Germany,1,4401,6,34,106434.94,766,137995.66,1,0,1,1,19
15681410,Female,Germany,1,5386,6,36,98088.09,813,26687.22,1,0,1,2,8
15625175,Female,Germany,1,3372,6,43,97067.69,742,60920.03,1,0,1,5,9
15764916,Female,Germany,1,9729,7,43,95984.21,616,115262.54,1,0,1,7,14
15568573,Female,Germany,1,3732,7,51,105701.91,554,179797.79,1,0,1,6,19
15570533,Female,Germany,1,9601,7,55,131033.76,621,75685.59,1,0,1,4,12
15740527,Female,Germany,1,4281,7,62,142724.48,766,5893.23,1,0,1,9,19
15616454,Female,Germany,1,4296,8,34,111905.43,476,197221.81,1,0,1,4,16
15729489,Female,Germany,1,3712,8,34,98592.88,762,191790.29,1,0,1,3,14
15815040,Female,Germany,1,7104,8,42,103362.14,552,186869.58,1,0,1,5,10
15714575,Female,Germany,1,5950,8,44,107926.02,742,17375.27,1,0,1,4,19
15796111,Female,Germany,1,7339,8,54,145151.4,708,125311.17,1,0,1,2,19
15703541,Female,Germany,1,3725,9,51,143930.92,772,46675.51,1,0,1,3,15
15709252,Female,Germany,1,7166,10,28,105173.99,616,29835.37,1,0,1,7,14
15727384,Female,Germany,1,2008,10,43,146547.78,705,10072.55,1,0,1,2,9
15662337,Female,Germany,2,9639,1,50,121498.11,744,106061.47,1,0,1,1,7
15806389,Female,Germany,2,7760,1,55,137592.31,549,116548.02,1,0,1,2,8
15725835,Female,Germany,2,2006,3,32,124493.03,785,52583.79,1,0,1,8,10
15793311,Female,Germany,2,9057,8,46,119492.88,765,166896.01,1,0,1,8,19
15688691,Female,Germany,2,2575,9,51,110610.41,665,1112.76,1,0,1,2,10
15692929,Female,Germany,2,4544,10,42,113657.41,791,139946.68,1,0,1,6,19
15779176,Female,Germany,3,1956,3,58,108888.24,565,135875.51,1,0,1,7,10
15658982,Female,Germany,3,8461,5,28,122034.4,650,146663.43,1,0,1,1,6
15792473,Female,Germany,3,8300,5,50,88379.81,598,64157.24,1,0,1,7,15
15730044,Female,Germany,3,5792,6,42,64497.94,809,182436.81,1,0,1,8,16
15791780,Female,Germany,3,4678,10,48,104478.12,706,158248.71,1,0,1,9,18
15758845,Female,Spain,1,1848,0,37,64345.21,590,61759.33,1,0,1,8,12
15720305,Female,Spain,1,3903,1,40,86376.29,591,136767.16,1,0,1,3,12
15659800,Female,Spain,1,5802,1,50,0,584,152567.75,1,0,1,8,10
15765694,Female,Spain,1,1747,1,59,0,584,130260.11,1,0,1,3,18
15744942,Female,Spain,1,4975,2,55,155828.22,638,108987.25,1,0,1,6,18
15803750,Female,Spain,1,6949,3,33,161801.47,750,153288.97,1,0,1,4,8
15811565,Female,Spain,1,5686,3,47,63488.7,705,28640.92,1,0,1,7,6
15716491,Female,Spain,1,1488,4,51,93656.95,710,141400.51,1,0,1,8,10
15588449,Female,Spain,1,5178,5,27,107812.67,591,162501.83,1,0,1,6,10
15586674,Female,Spain,1,6718,5,58,216109.88,663,74176.71,1,0,1,4,14
15747288,Female,Spain,1,9130,6,40,61671.19,838,150659.35,1,0,1,8,7
15618703,Female,Spain,1,7309,6,53,150200.23,663,151317.27,1,0,1,7,6
15778410,Female,Spain,1,1756,7,52,0,533,194113.99,1,0,1,8,8
15779581,Female,Spain,2,3091,3,43,55853.33,734,94811.85,1,0,1,7,12
15740104,Female,Spain,2,1828,7,22,169649.73,425,136365,1,0,1,3,9
15584090,Female,Spain,2,6387,7,40,0,621,131283.6,1,0,1,3,19
15644796,Female,Spain,2,5128,8,38,0,821,126241.4,1,0,1,9,7
15642824,Female,Spain,2,4472,8,56,174506.1,826,161802.82,1,0,1,7,17
15602797,Female,Spain,3,3837,5,49,110132.55,645,187689.91,1,0,1,1,18
15810460,Female,Spain,3,4336,5,64,0,708,112520.07,1,0,1,3,17
15577107,Female,Spain,3,8360,6,22,0,657,168412.07,1,0,1,1,16
15784761,Female,Spain,3,5008,7,46,87603.35,554,96929.24,1,0,1,6,9
15668575,Female,Spain,3,2901,8,26,148610.41,626,104502.02,1,0,1,2,13
15806688,Female,Spain,3,2721,8,56,123110.9,726,130113.78,1,0,1,7,15
15709447,Female,France,1,9378,0,26,146286.22,584,105105.35,0,1,0,8,12
15665579,Female,France,1,9183,0,28,142705.95,597,127233.39,0,1,0,6,16
15611612,Female,France,1,5770,0,29,0,570,37092.43,0,1,0,5,14
15578825,Female,France,1,2453,0,29,139994.66,734,17744.72,0,1,0,4,11
15586069,Female,France,1,8396,0,30,108883.29,560,27914.95,0,1,0,9,8
15683657,Female,France,1,7889,0,31,79340.95,594,78255.86,0,1,0,8,6
15773260,Female,France,1,4493,0,32,127763.24,590,100717.54,0,1,0,5,16
15790322,Female,France,1,9524,0,32,114668.89,660,84605,0,1,0,1,13
15723706,Female,France,1,2538,0,33,90124.64,573,137476.71,0,1,0,8,7
15710687,Female,France,1,9481,0,33,95927.04,593,199478.05,0,1,0,8,10
15583026,Female,France,1,9138,0,38,135919.33,535,80425.65,0,1,0,7,18
15767722,Female,France,1,3422,0,39,117704.73,593,197933.5,0,1,0,7,17
15626985,Female,France,1,3823,0,39,104386.53,850,105886.77,0,1,0,8,11
15693526,Female,France,1,9122,0,40,0,618,119059.13,0,1,0,1,16
15587640,Female,France,1,9869,0,43,93143.39,718,167554.86,0,1,0,3,7
15618239,Female,France,1,4852,0,48,0,530,85081.09,0,1,0,4,7
15733842,Female,France,1,5241,1,24,103219.47,597,60420.07,0,1,0,6,7
15646227,Female,France,1,3134,1,27,97893.2,682,166144.98,0,1,0,9,7
15773751,Female,France,1,5356,1,29,132144.35,597,158086.33,0,1,0,4,7
15796612,Female,France,1,4408,1,31,112203.25,527,182266.01,0,1,0,6,11
15812184,Female,France,1,5918,1,31,0,674,128954.05,0,1,0,9,17
15682995,Female,France,1,5107,1,32,78535.25,600,64349.6,0,1,0,9,18
15801125,Female,France,1,3740,1,32,0,627,106851.7,0,1,0,6,9
15613326,Female,France,1,2411,1,33,138162.81,596,85412.54,0,1,0,5,8
15702656,Female,France,1,9442,1,33,96834.78,651,108764.69,0,1,0,3,10
15617252,Female,France,1,4807,1,33,87347.7,697,172524.51,0,1,0,5,18
15778345,Female,France,1,7575,1,33,74385.98,749,20164.47,0,1,0,3,12
15744200,Female,France,1,3830,1,36,70784.27,587,30579.82,0,1,0,5,6
15632848,Female,France,1,8006,1,36,69518.95,634,116238.39,0,1,0,1,16
15808930,Female,France,1,6932,1,37,0,531,4606.97,0,1,0,6,19
15746422,Female,France,1,3044,1,38,0,636,45015.38,0,1,0,7,7
15775104,Female,France,1,7876,1,38,182065.85,697,49503.5,0,1,0,2,6
15708513,Female,France,1,4010,1,39,90217.07,446,191350.48,0,1,0,3,18
15709846,Female,France,1,2042,1,39,94968.97,840,84487.62,0,1,0,9,19
15708139,Female,France,1,8256,1,40,139532.34,575,181294.39,0,1,0,8,11
15616152,Female,France,1,5114,1,47,185513.67,754,27438.83,0,1,0,4,16
15576928,Female,France,1,3405,2,23,0,573,122964.18,0,1,0,8,6
15707042,Female,France,1,7444,2,24,87413.19,634,63340.65,0,1,0,8,18
15622658,Female,France,1,9824,2,26,144258.52,551,49778.79,0,1,0,6,9
15726046,Female,France,1,6259,2,27,133009.51,712,126809.15,0,1,0,1,15
15720050,Female,France,1,9345,2,28,110997.76,727,101433.76,0,1,0,2,19
15702030,Female,France,1,7636,2,29,104982.57,516,157378.5,0,1,0,4,14
15582492,Female,France,1,2996,2,29,112367.34,535,185630.76,0,1,0,4,13
15750258,Female,France,1,1129,2,32,155663.31,675,97658.66,0,1,0,2,12
15611157,Female,France,1,6171,2,32,87814.89,709,138578.37,0,1,0,9,12
15646276,Female,France,1,1394,2,32,146033.62,831,191260.74,0,1,0,2,7
15703354,Female,France,1,8531,2,33,103516.87,808,113907.8,0,1,0,6,17
15602034,Female,France,1,2307,2,34,126558.92,697,73334.43,0,1,0,5,17
15793842,Female,France,1,2163,2,34,76322.69,700,128136.29,0,1,0,4,16
15716276,Female,France,1,7294,2,34,111669.68,709,57029.66,0,1,0,6,19
15650258,Female,France,1,2371,2,35,113090.4,479,195649.79,0,1,0,4,18
15781234,Female,France,1,6021,2,35,147900.43,609,140000.29,0,1,0,9,5
15609676,Female,France,1,4075,2,35,167924.95,718,43024.64,0,1,0,7,6
15751120,Female,France,1,3900,2,36,119912.46,752,124354.92,0,1,0,3,11
15815295,Female,France,1,6771,2,38,96479.81,662,120259.41,0,1,0,4,8
15590286,Female,France,1,6503,2,40,125879.29,611,93203.43,0,1,0,1,17
15645593,Female,France,1,8832,2,41,91328.71,599,115724.78,0,1,0,6,14
15783026,Female,France,1,6003,2,41,0,701,47856.78,0,1,0,2,9
15749381,Female,France,1,3278,2,41,126619.27,790,198224.38,0,1,0,4,17
15795290,Female,France,1,8572,2,42,133616.39,767,28615.8,0,1,0,5,5
15598846,Female,France,1,1323,2,44,58781.76,700,16874.92,0,1,0,8,15
15695299,Female,France,1,9029,2,45,81828.22,590,52167.97,0,1,0,3,6
15678916,Female,France,1,4502,2,75,0,512,123304.62,0,1,0,6,13
15721019,Female,France,1,6077,3,24,110495.27,687,158615.41,0,1,0,1,10
15673539,Female,France,1,3195,3,26,118097.87,690,61257.83,0,1,0,9,11
15744041,Female,France,1,9776,3,26,140356.7,780,117144.15,0,1,0,1,17
15645095,Female,France,1,3864,3,28,0,674,51536.99,0,1,0,2,9
15734714,Female,France,1,8849,3,29,79715.36,559,82252.28,0,1,0,1,13
15699524,Female,France,1,8872,3,30,0,466,193984.6,0,1,0,8,18
15639590,Female,France,1,4638,3,30,141581.08,758,156249.06,0,1,0,4,14
15670552,Female,France,1,8112,3,31,115141.18,560,39806.75,0,1,0,2,9
15811177,Female,France,1,3159,3,31,167949.48,643,143162.34,0,1,0,7,10
15651140,Female,France,1,2488,3,32,0,710,94790.34,0,1,0,8,14
15753566,Female,France,1,1466,3,32,63763.49,806,156593.09,0,1,0,9,13
15788539,Female,France,1,1842,3,34,107747.57,501,9249.36,0,1,0,5,9
15768124,Female,France,1,4868,3,34,0,648,54726.43,0,1,0,3,8
15570141,Female,France,1,8205,3,34,132352.69,724,80320.3,0,1,0,1,16
15647203,Female,France,1,9641,3,35,0,750,191520.5,0,1,0,8,9
15749050,Female,France,1,1267,3,36,0,548,65996.9,0,1,0,6,15
15795151,Female,France,1,3792,3,38,123894.43,705,21177.1,0,1,0,5,17
15756481,Female,France,1,4240,3,39,118336.14,636,184691.77,0,1,0,7,9
15701741,Female,France,1,8285,3,39,152462.79,711,90305.97,0,1,0,5,9
15759038,Female,France,1,2427,3,41,141806.46,793,102921.17,0,1,0,4,5
15624293,Female,France,1,1106,3,46,106511.85,514,55072.32,0,1,0,5,9
15587299,Female,France,1,6697,3,48,0,567,55362.45,0,1,0,7,9
15569178,Female,France,1,1679,4,18,82767.42,570,71811.9,0,1,0,6,5
15729279,Female,France,1,1025,4,25,108691.95,718,63030.97,0,1,0,9,17
15737705,Female,France,1,9132,4,27,152309.37,775,104112,0,1,0,2,8
15628319,Female,France,1,10000,4,28,130142.79,792,38190.78,0,1,0,7,12
15672637,Female,France,1,7289,4,30,85755.86,571,145115.95,0,1,0,1,8
15694601,Female,France,1,4080,4,31,158978.79,583,12538.92,0,1,0,8,11
15598070,Female,France,1,3203,4,33,135946.26,564,63170,0,1,0,4,10
15754494,Female,France,1,7994,4,33,152805.05,585,63239.65,0,1,0,8,19
15588923,Female,France,1,3402,4,33,113743.37,591,124625.08,0,1,0,8,19
15808283,Female,France,1,5436,4,33,0,647,152323.04,0,1,0,4,9
15708048,Female,France,1,1644,4,34,124379.14,631,106892.91,0,1,0,4,13
15675141,Female,France,1,8930,4,35,93934.63,569,184748.23,0,1,0,5,17
15681928,Female,France,1,5061,4,35,108155.49,577,105407.79,0,1,0,7,12
15666975,Female,France,1,6462,4,36,116085.06,710,58601.61,0,1,0,6,9
15710206,Female,France,1,1427,4,39,150500.64,591,14928.8,0,1,0,1,18
15593636,Female,France,1,4356,4,39,80293.81,657,97192.76,0,1,0,6,14
15633574,Female,France,1,1854,4,41,167545.32,730,128246.81,0,1,0,3,11
15724838,Female,France,1,6713,4,43,0,599,170347.1,0,1,0,9,18
15628813,Female,France,1,2827,4,43,152341.55,693,9241.78,0,1,0,3,15
15695034,Female,France,1,4722,4,44,123322.15,757,137136.29,0,1,0,9,13
15576263,Female,France,1,3396,5,22,0,759,22303.17,0,1,0,5,11
15770405,Female,France,1,6499,5,27,125167.74,613,199104.52,0,1,0,8,7
15571756,Female,France,1,9789,5,28,0,724,59351.68,0,1,0,9,14
15675675,Female,France,1,3501,5,32,106290.64,850,121982.73,0,1,0,9,15
15648876,Female,France,1,7330,5,34,0,501,27380.99,0,1,0,7,9
15641733,Female,France,1,7365,5,34,164757.56,671,110748.88,0,1,0,1,16
15760102,Female,France,1,2622,5,36,0,551,183479.12,0,1,0,8,13
15566139,Female,France,1,9632,5,37,53573.18,526,62830.97,0,1,0,7,13
15672945,Female,France,1,2092,5,37,136425.18,661,81102.81,0,1,0,4,12
15682273,Female,France,1,9267,5,38,127616.56,683,123846.07,0,1,0,6,17
15784099,Female,France,1,6392,5,38,126875.62,726,128052.29,0,1,0,2,10
15774507,Female,France,1,8559,5,39,119013.86,574,103421.91,0,1,0,4,19
15813911,Female,France,1,9091,5,39,0,809,77705.75,0,1,0,8,11
15814268,Female,France,1,1410,5,40,84350.07,444,143835.76,0,1,0,4,11
15652808,Female,France,1,2479,5,41,126670.37,774,102426.06,0,1,0,4,15
15591724,Female,France,1,9505,5,44,143244.97,560,98661.27,0,1,0,4,5
15627484,Female,France,1,2217,5,47,113328.93,686,124170.9,0,1,0,9,12
15790324,Female,France,1,4396,6,20,167685.56,660,57929.9,0,1,0,2,10
15789014,Female,France,1,7490,6,26,108909.12,600,82547.01,0,1,0,7,11
15781409,Female,France,1,6451,6,28,0,834,74287.53,0,1,0,3,19
15695492,Female,France,1,2333,6,29,156569.43,439,180598.66,0,1,0,4,14
15746802,Female,France,1,3811,6,30,131286.46,477,194144.45,0,1,0,1,19
15801915,Female,France,1,8581,6,31,152310.55,529,13054.25,0,1,0,3,14
15668057,Female,France,1,9634,6,31,113000.66,669,40467.82,0,1,0,2,15
15759915,Female,France,1,9928,6,31,87772.52,814,188516.45,0,1,0,7,6
15726354,Female,France,1,2134,6,32,123157.95,688,172531.23,0,1,0,6,11
15647800,Female,France,1,9932,6,34,101266.51,850,33501.98,0,1,0,1,12
15790448,Female,France,1,7947,6,35,69617.36,473,143345.69,0,1,0,8,16
15725997,Female,France,1,2156,6,35,100768.77,660,19199.61,0,1,0,9,9
15657603,Female,France,1,5838,6,35,81684.97,850,824,0,1,0,1,19
15695465,Female,France,1,9404,6,36,0,638,164247.51,0,1,0,5,5
15656009,Female,France,1,9367,6,36,0,736,70496.66,0,1,0,7,10
15746695,Female,France,1,8915,6,39,48023.83,429,74870.99,0,1,0,2,17
15624013,Female,France,1,9252,6,39,109844.81,541,25289.23,0,1,0,6,7
15581282,Female,France,1,3166,6,39,0,651,24176.44,0,1,0,8,9
15621815,Female,France,1,9721,6,40,165526.71,803,12328.08,0,1,0,8,13
15737408,Female,France,1,8715,6,41,109941.51,703,116267.28,0,1,0,8,11
15626948,Female,France,1,4497,6,42,86167.82,701,153342.38,0,1,0,6,12
15728912,Female,France,1,4994,6,44,92436.86,554,126033.9,0,1,0,6,10
15617078,Female,France,1,1269,6,44,148481.09,658,130529.13,0,1,0,3,13
15569595,Female,France,1,7596,6,50,0,678,8199.5,0,1,0,2,7
